HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper
91132,7508,255,3.96,0.14,,,594.0,772.0,986.0,438.0,1454.0,68,92.0,1939.0,95,1173.0,1.54,1.54,1.52,1.4,1.6,68,1.3,1.8,95,1.76,4091738553271500672,6.404433999999999,51709776.07107127,50989.75137991338,6.5842037,32127271.49723752,133816.5180941583,6.190072499999999,26837308.006731085,248210.94259488318,16.073235999999998,15.935964000000002,16.21051
91221,6831,232,4.13,0.14,,,1214.0,1470.0,1703.0,866.0,2738.0,68,200.0,4732.0,95,1704.0,1.35,1.35,1.35,1.3,1.4,68,1.1,1.5,95,1.42,6432102344861133440,7.810250999999999,14165951.10281533,3087.335734020164,8.030118,8482193.74265601,7609.4521254904075,7.494528999999999,8071541.941669523,6617.0872818712205,7.8303720000000006,7.782238,7.8785057
91237,6810,232,4.11,0.14,,,983.0,1234.0,1608.0,688.0,2512.0,68,133.0,3548.0,95,1789.0,1.34,1.37,1.32,1.3,1.4,68,1.2,1.5,95,1.43,4286583352361701632,5.311734700000001,141466081.66442728,328518.73553253384,5.547078599999999,83507177.0510804,266619.077836864,5.030436,78089683.28942007,475203.747020275,6.136350599999999,6.1014347,6.1712666
91280,6688,227,4.17,0.14,,,2123.0,2118.0,2024.0,1505.0,2866.0,68,1059.0,5309.0,95,1881.0,1.4,1.4,1.38,1.3,1.5,68,1.1,1.7,95,1.35,4103438009822537472,7.3861479999999995,20935679.269445047,7367.784945015484,7.6233625,12337019.25039696,32206.473300903042,7.0594163,12050398.2021133,49420.69397794342,4.7081513,4.674175,4.742128
91301,7171,244,4.19,0.14,,,908.0,1140.0,1314.0,779.0,1823.0,68,183.0,2304.0,95,1066.0,1.48,1.48,1.46,1.4,1.6,68,1.3,1.7,95,1.48,6705224984570953600,6.7937,36129853.82232719,16560.361171073775,6.986269,22184402.56825248,37561.493417442296,6.525664,19701639.130486846,67133.59273875615,7.003010000000001,6.9687595,7.037260000000001
91337,6902,235,4.35,0.14,,,1252.0,1540.0,1608.0,1041.0,2387.0,68,244.0,3350.0,95,32.0,1.4,1.4,1.38,1.3,1.5,68,1.2,1.6,95,1.38,4256801602473149824,6.666786699999999,40609871.14702212,14242.191713001976,6.890822999999999,24222895.1793214,65518.91353090081,6.360736,22933677.61853849,79177.05252611465,4.143513,4.1282825,4.158744
91384,6526,222,3.75,0.14,,,2642.0,2714.0,2476.0,1778.0,4597.0,68,1023.0,7001.0,95,1771.0,1.29,1.28,1.21,1.1,1.4,68,1.0,1.6,95,1.66,4271868760024100864,6.523498,46339052.91510699,12141.039353942617,6.772825999999999,27003789.76709506,71390.55350390635,6.178900700000001,27114881.72399629,97710.99030423981,17.751991,17.53538,17.968603
91386,6617,225,4.19,0.14,,,1698.0,1983.0,2144.0,1199.0,3676.0,68,335.0,5957.0,95,2019.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.5,95,1.32,6736604427984866176,7.176568,25393293.31786533,8451.681422224778,7.416308,14929047.183027048,33892.670597913435,6.843611,14700216.102448314,66059.39779353241,4.7516727,4.7299885999999995,4.773357
91611,6299,214,4.17,0.14,,,2092.0,2596.0,3302.0,1514.0,6188.0,68,325.0,7943.0,95,3274.0,1.14,1.14,1.1,1.0,1.2,68,1.0,1.3,95,1.23,2147728121835888384,8.133008,10523086.828770677,3092.8490715831517,8.4007015,6029405.89390223,8426.545973680268,7.7601523,6319854.59514364,13567.178709395328,2.4587423999999998,2.4506266,2.4668581
91732,6450,219,3.87,0.14,,,2393.0,2318.0,2024.0,1646.0,2935.0,67,1372.0,4732.0,95,2236.0,1.49,1.49,1.46,1.3,1.7,68,1.2,1.8,95,1.52,6704579021488171008,9.924603,2020714.693073433,16039.261358356232,,,,,,,,,
91875,9287,316,4.01,0.14,140.0,0.0,273.0,340.0,466.0,236.0,568.0,68,60.0,631.0,95,518.0,2.07,2.05,2.03,1.9,2.1,68,1.9,2.3,95,2.26,6730089817255923072,5.0631213,177868011.87446162,464709.78819398687,5.1443124000000005,121012534.36357331,269706.2485999688,5.043623999999999,77146873.82679985,503292.1065881127,,,
91903,6627,225,3.81,0.14,,,1467.0,1781.0,2083.0,1000.0,3447.0,68,244.0,5623.0,95,1793.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.5,95,1.63,4092288480850368000,6.6214949999999995,42339759.16366907,17371.24444047975,6.8692546000000005,24708904.22022766,84390.23820800781,6.2822614,24652639.77529669,157637.5766362541,15.047223,14.928804000000001,15.165642000000002
91926,8121,276,4.21,0.14,,,483.0,631.0,783.0,429.0,974.0,68,103.0,1090.0,95,617.0,1.74,1.73,1.69,1.6,1.8,68,1.6,1.9,95,1.73,2098202128093842432,5.198606,157001535.00822133,371204.30345307814,5.2911019999999995,105709614.85317916,298717.6923363555,5.0591207,76053599.34237793,1190297.0803981868,,,
91957,6817,232,4.38,0.14,,,1791.0,1793.0,1753.0,1447.0,2215.0,68,1090.0,2985.0,95,35.0,1.52,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.34,6730097994873651840,7.7494054000000006,14982495.66836397,5964.677531949224,7.9726477,8943266.924489498,12592.990418749769,7.433820699999999,8535711.224760955,19307.37100407069,4.0582113,4.0352373,4.0811853
91992,6248,212,3.92,0.14,,,2933.0,3417.0,3600.0,2304.0,6494.0,68,794.0,8913.0,95,3326.0,1.16,1.15,1.1,1.0,1.2,68,1.0,1.3,95,1.35,6728826963739348224,6.618330499999999,42463336.79192426,10460.600678463856,6.9005160000000005,24007601.3561801,47837.512193165196,6.234679,25757061.28750891,91338.64046711504,5.595322599999999,5.5707674,5.619878
92024,8164,278,4.43,0.14,,,554.0,682.0,783.0,516.0,972.0,68,141.0,1090.0,95,19.0,1.78,1.76,1.72,1.7,1.9,68,1.6,2.0,95,1.77,6438274350302427776,4.693094,250097145.46102455,532852.5956521408,4.839362,160254586.732391,134645.6119048639,4.571316700000001,119190385.79601827,318734.775350323,8.0931015,8.03132,8.154883
92041,12487,425,3.73,0.14,46.0,0.0,152.0,164.0,170.0,149.0,189.0,68,92.0,205.0,95,159.0,3.41,3.38,3.32,3.1,3.6,68,3.0,3.9,95,3.94,4072953671935145728,3.0316634,1155263099.1656651,10698654.073285546,3.345265,634525772.4903406,26850340.14737187,3.2186737,414284306.5307202,2125452.4799907883,302.4158,285.85247999999996,318.97913
92043,6308,214,3.77,0.14,,,3185.0,3107.0,2778.0,2234.0,4418.0,68,1830.0,6131.0,95,2687.0,1.33,1.31,1.21,1.2,1.4,68,1.1,1.6,95,1.49,4530744134230193280,4.029599,460793845.16396487,3777961.7013716106,4.334687000000001,255082316.39633468,623553.121742452,3.6966648,266748561.14316636,1018777.5907226512,6.831475999999999,6.755250500000001,6.9077020000000005
92085,6620,225,3.7,0.14,,,1180.0,1415.0,1857.0,655.0,3997.0,68,145.0,6494.0,95,1524.0,1.21,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.76,6716087300459107200,6.820791000000001,35239524.82074178,12245.49457232855,7.063298700000001,20665018.462615594,37513.3787127956,6.479319599999999,20560811.891793966,133754.24710251644,17.483862,17.369617,17.598106
92234,6544,222,4.35,0.14,,,2481.0,2430.0,2271.0,1728.0,3255.0,68,1413.0,5623.0,95,467.0,1.37,1.36,1.35,1.2,1.5,68,1.1,1.6,95,1.26,6732146213237305344,8.123073,10619826.728083128,4792.300248411704,8.366911,6220005.99394181,8896.798107777866,7.7760525,6227975.7497057,19326.759104293746,2.8004396000000003,2.778737,2.8221421
92269,7914,269,4.21,0.14,,,508.0,639.0,829.0,416.0,1134.0,68,94.0,1372.0,95,662.0,1.67,1.66,1.63,1.6,1.7,68,1.5,1.9,95,1.67,2143787918839367808,6.073774299999999,70119136.52680497,30628.308179092885,6.19949,45788805.89950793,81797.98602115651,5.903059,34957831.404145345,51146.80074627732,10.393431,10.359707,10.427155
92291,7019,239,4.36,0.14,,,738.0,934.0,1353.0,534.0,1935.0,68,109.0,2441.0,95,30.0,1.41,1.41,1.41,1.3,1.5,68,1.3,1.6,95,1.4,2106944692943062400,6.869695699999999,33687438.6943224,8179.921608217053,7.0710869999999995,20517313.57897416,24928.91255228192,6.588626400000001,18591630.472770434,36756.8661965408,4.9298589999999995,4.917157,4.942561
92294,7613,259,3.94,0.14,,,425.0,546.0,806.0,299.0,1189.0,68,63.0,1496.0,95,1107.0,1.56,1.56,1.55,1.5,1.6,68,1.4,1.7,95,1.81,6438230472916230656,5.644865,104087910.45794252,63787.98046094859,5.7943682999999995,66497908.67906242,109644.84601445604,5.4403195,53535286.47012528,89977.3964651803,17.449234,17.342415,17.556053
92405,8912,303,3.89,0.14,128.0,0.0,214.0,263.0,392.0,158.0,592.0,68,38.0,688.0,95,600.0,1.91,1.9,1.89,1.8,2.0,68,1.8,2.1,95,2.28,2090364641714902144,5.178444,159944270.61874083,420028.277286745,5.263104,108471027.56312,117472.00159270295,5.1157474999999994,72188667.42333212,119136.35656114586,,,
92524,7395,251,3.88,0.14,,,959.0,1125.0,1206.0,917.0,1490.0,68,299.0,1778.0,95,1204.0,1.6,1.58,1.52,1.5,1.7,68,1.4,1.8,95,1.8,4258727053454106112,5.9958196,75338744.4833826,46331.785435684025,6.1755166,46811086.34532461,151884.42255054566,5.7634697,39753934.08422092,195615.3184884978,19.469812,19.338825,19.6008
92562,6897,234,4.25,0.14,,,1776.0,1761.0,1655.0,1330.0,2294.0,68,1000.0,4217.0,95,908.0,1.51,1.5,1.46,1.4,1.6,68,1.2,1.8,95,1.39,4282013300975432064,8.388803999999999,8314276.246153678,3591.924234107937,8.596227,5035753.479507042,9209.789166788543,8.089244,4667351.6365120215,10778.042412653418,4.580525,4.5376129999999995,4.623437
92676,8664,295,3.88,0.14,,,630.0,651.0,659.0,573.0,759.0,68,447.0,891.0,95,663.0,2.1,2.08,2.03,1.9,2.2,68,1.8,2.5,95,2.21,6662304379947638784,6.141241,65894595.48076408,35064.994931429814,6.22018,44924496.12259359,235906.46892823264,6.052706,30456899.22959232,137437.50097251177,,,
92750,6294,214,3.94,0.14,,,3269.0,3201.0,2778.0,2320.0,4565.0,68,1859.0,6199.0,95,2857.0,1.31,1.3,1.21,1.1,1.4,68,1.1,1.6,95,1.4,6710469826831780736,6.935239,31713979.178281665,18155.142605784833,7.152787700000001,19030062.95961082,313402.1695761632,6.493510700000001,20293817.299438376,364891.8368699213,5.8294806,5.805638,5.8533235
92794,6724,229,4.14,0.14,,,2145.0,2079.0,1911.0,1454.0,2738.0,68,1189.0,5012.0,95,1877.0,1.45,1.45,1.44,1.3,1.6,68,1.1,1.8,95,1.38,4267121171891817216,7.326471000000001,22118617.516449552,7130.664731267246,7.5563145,13122890.618974105,27832.50908145892,7.009766,12614252.282405905,43620.659576639526,5.0627365,5.032173,5.0933
92837,7139,243,4.2,0.14,,,1313.0,1396.0,1392.0,1174.0,1722.0,68,688.0,2239.0,95,1029.0,1.58,1.56,1.49,1.4,1.7,68,1.3,1.8,95,1.47,4266921851050619776,7.2971463000000005,22724154.15729631,12063.07772884755,7.490520500000001,13942706.481217947,50803.449865919814,7.031177499999999,12367927.309021998,55339.01129604427,6.0713553,6.0297849999999995,6.112925499999999
92882,6533,222,4.01,0.14,,,2207.0,2140.0,2024.0,1592.0,2718.0,67,1296.0,4340.0,95,2348.0,1.53,1.52,1.46,1.4,1.7,68,1.2,1.8,95,1.42,4100608588397364480,5.4300256,126863325.14680292,294563.31352610013,5.6951876,72858490.08493505,420625.53945369506,5.082366,74442605.1509685,748471.6510197115,4.820232,4.797271299999999,4.8431926
92900,6482,220,4.3,0.14,,,2089.0,2512.0,2548.0,1540.0,5012.0,68,410.0,6879.0,95,1610.0,1.22,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.24,4100609962786851200,7.0399994999999995,28796947.30475698,9375.814632583888,7.30455,16547605.944030875,36088.88208291993,6.684183999999999,17025286.008410353,73042.76180066804,2.6773033,2.6682763,2.6863303
92946,7968,271,4.11,0.14,,,594.0,660.0,739.0,282.0,1540.0,68,71.0,4467.0,95,863.0,1.55,1.56,1.58,1.4,1.8,68,1.1,1.9,95,1.76,4281199284413726208,4.5246377,292072924.08826107,1560720.9925857303,4.671804,186996606.16215608,418591.5385692355,4.4361752999999995,134988816.96228597,1005708.6749663649,18.57046,18.311323,18.829596
92951,7968,271,4.11,0.14,,,390.0,493.0,739.0,299.0,972.0,68,65.0,1122.0,95,863.0,1.67,1.67,1.63,1.6,1.7,68,1.5,1.8,95,1.76,4281199318773462016,4.895106,207636599.5721738,876590.5302598906,5.058731,130937136.59225476,442162.28595071647,4.7590145999999995,100267962.239185,422263.5757924299,13.419769,13.273467000000002,13.5660715
92980,6399,218,3.82,0.14,,,2986.0,3015.0,2623.0,2113.0,4467.0,68,1454.0,6494.0,95,2164.0,1.27,1.26,1.21,1.1,1.4,68,1.1,1.5,95,1.55,4075620399931650560,7.490136,19023558.11149947,6471.8159330119615,7.746537700000001,11013875.084132724,20108.72513104617,7.1397642999999995,11190828.714221466,44698.00458557501,7.029655,6.979424000000001,7.079886
93052,7131,242,4.27,0.14,,,634.0,801.0,1206.0,447.0,1679.0,68,92.0,2113.0,95,500.0,1.44,1.44,1.44,1.4,1.5,68,1.3,1.6,95,1.46,6434941180801403648,7.5216107,18480001.95142854,5550.77134455021,7.714810400000001,11340472.866571942,15808.997645054893,7.2443366,10163268.347711034,16856.74486819093,5.3457813,5.3217583,5.3698044000000005
93074,7971,271,4.2,0.14,,,614.0,751.0,854.0,560.0,1110.0,68,154.0,1296.0,95,691.0,1.72,1.71,1.66,1.6,1.8,68,1.5,1.9,95,1.7,6716989896426175232,6.2427335,60014033.53161889,33499.796894469466,6.3702974,39123367.424393736,125505.07992020428,6.080758,29680055.777937226,114633.90823555346,11.11843,11.054329,11.182530999999999
93097,6703,228,4.17,0.14,,,1776.0,1967.0,2024.0,1215.0,3413.0,68,422.0,6131.0,95,1857.0,1.32,1.32,1.32,1.2,1.4,68,1.1,1.5,95,1.36,2292761230321460864,6.456819,49274105.73494065,14008.575073753154,6.6918874000000015,29093794.49856884,50521.782107907784,6.1428223,28031032.85029344,87055.91967876365,6.495101999999999,6.4789124000000005,6.5112915000000005
93138,6334,215,3.81,0.14,,,2894.0,2796.0,2778.0,2054.0,3981.0,68,1661.0,5382.0,94,2342.0,1.39,1.39,1.41,1.2,1.5,68,1.1,1.7,95,1.52,4282626038191613440,6.0844994,69429887.00743282,23858.89557279077,6.3574953,39587408.21279272,51735.834110712516,5.71876,41425142.85094822,105828.68184494598,8.1785345,8.156704,8.200365
93140,9039,307,4.15,0.14,39.0,0.0,249.0,309.0,453.0,199.0,606.0,68,46.0,688.0,95,492.0,1.97,1.98,1.91,1.9,2.0,68,1.8,2.2,95,2.05,4075669603079159680,6.1186175,67282046.03861372,53551.47073661207,6.177281,46735074.13102799,117134.28542446562,6.060112,30249847.657192998,138361.21710138494,,,
93190,6589,224,3.89,0.14,,,2209.0,2145.0,2024.0,1619.0,2694.0,68,1334.0,4340.0,95,2050.0,1.49,1.49,1.46,1.3,1.7,68,1.2,1.8,95,1.53,4254600929960741120,7.3846397,20964786.29241847,7891.7099200666125,7.624599000000001,12322978.86287778,25305.475221977173,7.0505996,12148653.368006606,33139.21752397844,6.9300656,6.8749723,6.9851589999999995
93208,6495,221,4.29,0.14,,,2381.0,2738.0,2623.0,1688.0,5262.0,68,546.0,7499.0,95,1726.0,1.24,1.23,1.18,1.1,1.3,68,1.0,1.4,95,1.24,4203688078394856704,7.468940299999999,19398595.022545274,7612.7579109904855,7.728397,11199444.588030888,34411.045411752115,7.110341,11498244.795938598,33381.77276966267,4.7796884,4.7550645,4.804312
93319,6626,225,3.96,0.14,,,2196.0,2131.0,2024.0,1593.0,2691.0,68,1296.0,4340.0,95,2120.0,1.48,1.47,1.46,1.3,1.6,68,1.2,1.8,95,1.48,4088241041080146048,7.641706,16544892.9246884,6613.604830587885,7.8839619999999995,9704438.796936374,19027.391105817256,7.308003,9584440.652494723,22868.51995995176,5.550557599999999,5.513978,5.587137
93324,6488,221,3.94,0.14,,,2314.0,2661.0,2548.0,1675.0,4985.0,68,562.0,7499.0,95,2356.0,1.24,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.46,4205554499392752896,7.574694,17598212.648921777,6256.546085475962,7.8322663,10177679.278682807,30265.798320417114,7.2170570000000005,10421857.366558332,29074.71482641738,4.991096,4.951261,5.030931
93412,6215,211,3.98,0.14,,,2646.0,3350.0,3705.0,2054.0,6494.0,68,473.0,7943.0,95,3753.0,1.13,1.12,1.1,1.0,1.2,68,1.0,1.3,95,1.28,6731752867256886144,8.108047500000001,10767803.690769084,6852.520828392802,8.381898,6134740.834442786,15187.719069917832,7.727945299999999,6510132.986746567,13976.605251031373,2.607522,2.5884777999999997,2.6265662
93444,6385,217,4.24,0.14,,,3060.0,3029.0,2623.0,2175.0,4467.0,68,1638.0,6281.0,95,2770.0,1.3,1.28,1.21,1.1,1.4,68,1.1,1.6,95,1.21,4088255987567480064,7.9257913,12735905.912750876,5959.9770610521155,8.189216,7326037.8421246875,12039.93683147508,7.5492463,7674841.057137176,16706.34929163109,2.9546224999999997,2.9387345000000002,2.9705105
93542,12039,409,4.21,0.14,308.0,0.0,76.0,93.0,139.0,58.0,199.0,68,14.0,224.0,95,122.0,2.92,2.91,2.87,2.8,3.0,68,2.7,3.2,95,2.97,6715596505954270080,4.674444,254430162.4885788,807429.1538732381,4.7274184,177659266.54449865,800870.9385380364,4.7539372,100737955.56369856,929788.7036763416,,,
93543,6347,216,3.74,0.14,,,3196.0,3196.0,2778.0,2281.0,4629.0,68,1728.0,6494.0,95,2874.0,1.27,1.26,1.21,1.1,1.4,68,1.1,1.5,95,1.47,4085786312646501888,6.2364125,60364445.76188887,28813.351637785112,6.5092583,34423263.23075108,91978.16783465302,5.8681464000000005,36100178.058074266,193235.01239930023,13.945762,13.873754000000002,14.01777
93743,7050,240,4.43,0.14,,,1040.0,1227.0,1392.0,649.0,2585.0,68,154.0,5158.0,95,49.0,1.38,1.38,1.38,1.3,1.5,68,1.1,1.6,95,1.41,4262386503072909312,6.4158163,51170511.92487957,24051.541451102985,6.624888400000001,30945665.30457178,78616.05001172339,6.1432275999999995,28020572.78291012,136156.71775764323,4.461633999999999,4.4453135,4.477955000000001
93805,11962,407,4.17,0.14,112.0,0.0,192.0,195.0,197.0,177.0,218.0,68,151.0,237.0,95,149.0,3.51,3.48,3.4,3.2,3.7,68,3.0,4.2,95,2.98,4254395870997284864,3.2867553,913364523.2473444,6302773.668931997,3.4460437000000006,578279452.2386719,10173841.540051332,3.4846156,324281183.8134779,932926.1967106344,49.66298,48.568333,50.757626
93843,7500,255,4.21,0.14,,,498.0,649.0,931.0,365.0,1334.0,68,75.0,1679.0,95,811.0,1.54,1.54,1.52,1.5,1.6,68,1.4,1.7,95,1.56,2037646495139760512,5.441138700000001,125571405.07113808,188819.32888992448,5.6126184,78615463.815935,100449.2494238138,5.215854599999999,65830336.12956099,287231.68297629146,8.232946,8.194951,8.270942
93859,6746,229,4.19,0.14,,,864.0,1042.0,1518.0,490.0,2733.0,68,103.0,4467.0,95,1675.0,1.27,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.36,4521056852674666240,7.283024,23021665.44602677,3564.5886958945207,7.494764999999999,13888311.177575232,9269.557407726194,6.974061,13035974.723483618,11654.752383153042,5.2182636,5.1976867,5.2388406
93885,8050,274,4.27,0.14,,,470.0,591.0,761.0,385.0,1054.0,68,87.0,1259.0,95,421.0,1.7,1.69,1.66,1.6,1.8,68,1.5,1.9,95,1.68,4521084026916000000,7.398802000000001,20693103.796362568,4624.257775998805,7.515613,13624169.13748123,12336.65540251508,7.235656,10244851.992541267,8168.58087135669,10.172602000000001,10.10343,10.241774000000001
93975,6539,222,3.87,0.14,,,1905.0,2220.0,2337.0,1345.0,4732.0,68,345.0,6879.0,95,2062.0,1.24,1.24,1.21,1.1,1.3,68,1.0,1.4,95,1.55,4519903946027731072,6.1194477,67230637.35553165,12933.502004649825,6.347667700000001,39947377.75867175,28236.254951193867,5.795274299999999,38606317.87065325,38626.498639850586,5.066173,5.0545497,5.0777965
94062,6817,232,3.84,0.14,,,1180.0,1496.0,1703.0,866.0,2585.0,68,194.0,4217.0,95,1619.0,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.66,4087081880937346816,6.860328,33979339.73094473,10599.411569692678,7.069957700000001,20538662.025817607,32893.649882298414,6.5706897,18901316.724847514,65725.5094279404,8.142977,8.08709,8.198864
94083,7284,248,4.37,0.14,,,934.0,922.0,931.0,761.0,1091.0,68,668.0,1334.0,95,27.0,2.12,2.13,2.14,2.0,2.3,68,1.8,2.4,95,1.47,2292498687560557056,5.006759,187345235.89144924,419428.0966587515,5.2159815,113282453.5332165,333808.39872464904,4.7828800000000005,98088038.95366871,447419.1333244053,5.496687400000001,5.471781299999999,5.521593599999999
94114,9916,337,4.08,0.14,181.0,0.0,385.0,394.0,392.0,356.0,446.0,68,291.0,499.0,95,380.0,2.57,2.55,2.5,2.3,2.7,68,2.2,3.0,95,2.39,6718857073326780672,4.0779559999999995,440720990.9674673,5522318.467545318,4.1441903,304003945.642881,1790091.581854462,4.0472136,193144588.83474383,1324359.5618619677,,,
94184,6488,221,3.94,0.14,,,1537.0,1939.0,2406.0,970.0,4823.0,68,205.0,6879.0,95,2356.0,1.19,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.46,6759116997256065792,6.398305000000001,52002521.0134927,25105.61808871086,6.651572,30194401.97071247,96130.40592594614,6.046172,30640728.75660911,160856.6113130574,5.748439299999999,5.72858,5.7682986
94214,6508,221,4.32,0.14,,,2560.0,2818.0,2548.0,1774.0,4933.0,68,794.0,7499.0,95,1255.0,1.26,1.25,1.21,1.1,1.4,68,1.0,1.5,95,1.24,6717992410510940928,7.481089999999999,19182722.545024443,5140.951323724504,7.736689599999999,11114232.876589026,24346.905113353267,7.1369205000000004,11220177.925091336,43103.70156918666,2.719313,2.7095717999999995,2.729054
94230,7218,245,4.17,0.14,,,640.0,841.0,1172.0,473.0,1631.0,68,97.0,2054.0,95,1151.0,1.47,1.47,1.46,1.4,1.5,68,1.3,1.6,95,1.51,4307286537815353984,7.3675880000000005,21296640.710560028,9514.780969520789,7.558820699999999,13092631.999596152,25998.835350327467,7.1086893,11515749.072091995,28410.15818306336,7.643076,7.594935,7.691217
94290,6563,223,4.17,0.14,,,2422.0,2377.0,2271.0,1683.0,3154.0,68,1334.0,5309.0,95,2255.0,1.37,1.37,1.35,1.2,1.5,68,1.1,1.6,95,1.32,2036291312711338496,6.2317243,60625687.76293198,17096.319184953438,6.469302,35713670.74344385,43535.0760865767,5.898891000000001,35092274.69766163,40395.19232740955,4.351422,4.3417625,4.3610809999999995
94429,6512,221,4.4,0.14,,,1534.0,1939.0,2337.0,1000.0,4340.0,68,218.0,6494.0,95,42.0,1.22,1.21,1.18,1.1,1.3,68,1.1,1.4,95,1.25,4083653603675326080,7.7247604999999995,15326469.841062015,5977.296620436212,7.977263000000001,8905333.15745511,21270.737529623348,7.368765400000001,9062790.099586703,25041.12137243304,5.1775823,5.1416607,5.213504
94454,6394,217,3.99,0.14,,,2582.0,2911.0,2859.0,1939.0,5464.0,68,613.0,7499.0,95,3167.0,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.33,4185205008718146048,7.6588454,16285764.190976402,8682.365108731632,7.8456554,10052941.933440676,114266.25141620616,7.205811,10530367.42539305,86396.63056834081,4.383748000000001,4.3511677,4.4163284
94491,6846,233,4.31,0.14,,,1180.0,1496.0,1655.0,923.0,2516.0,68,205.0,3652.0,95,308.0,1.37,1.37,1.35,1.3,1.5,68,1.2,1.6,95,1.37,6763156018855811968,6.9923205,30089709.035197154,8585.153474762556,7.2093105,18064709.788919773,26134.325821776813,6.687366,16975465.262787808,57037.658166538444,4.008893,3.9925342000000006,4.025252
94540,6505,221,3.96,0.14,,,1324.0,1679.0,2207.0,818.0,4097.0,68,173.0,6310.0,95,2355.0,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.45,2049524794133601152,7.1564179999999995,25868971.47913365,5715.86181897498,7.3942559999999995,15235363.735081142,23341.391809920067,6.8249393,14955200.6058444,30874.10202527583,4.5729112999999995,4.5591230000000005,4.5866995
94620,9190,312,4.0,0.14,197.0,0.0,169.0,211.0,312.0,119.0,487.0,68,29.0,579.0,95,541.0,1.98,1.97,1.94,1.9,2.0,68,1.8,2.1,95,2.24,4516966772516327296,5.615012,106989573.1477648,65950.5265612576,5.6905575,73169881.91952747,64144.19619407707,5.529177,49328414.23943716,73320.94931652187,,,
