HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper
23482,6631,225,4.17,0.14,,,2150.0,2189.0,2144.0,1581.0,2966.0,68,1000.0,5464.0,95,2031.0,1.37,1.36,1.35,1.2,1.5,68,1.1,1.6,95,1.33,4785713458992582272,5.248428,149959899.27146548,217890.6845785505,5.5055847,86760380.19101968,145757.75900833475,4.938289,85006546.53742874,275380.1537207857,3.9715877,3.9608731,3.9823022000000003
23497,8249,280,3.97,0.14,,,717.0,794.0,783.0,677.0,921.0,68,398.0,1059.0,95,819.0,1.91,1.89,1.86,1.7,2.0,68,1.6,2.2,95,1.97,3409207536188836352,4.555233,283957314.7226088,946052.3621806045,4.6765102999999995,186187783.43012968,158027.32061383946,4.465175,131431015.61382803,748626.1346383067,34.28608,33.6606,34.911559999999994
23554,9405,320,4.21,0.14,163.0,0.0,422.0,462.0,480.0,397.0,571.0,68,211.0,649.0,95,339.0,2.24,2.23,2.2,2.0,2.4,68,1.9,2.6,95,2.1,2960561059245715968,5.5606856,112479158.5922733,98729.48357151466,5.625751,77670270.47774279,155198.73794088367,5.5064745,50370719.68886368,138158.7734259176,,,
23767,16924,575,4.1,0.14,98.0,0.0,23.0,30.0,44.0,18.0,56.0,68,4.0,61.0,95,46.0,4.96,4.95,4.92,4.7,5.2,68,4.5,5.4,95,5.14,201261278435365248,3.0437832,1142439012.9643192,7384349.831648237,3.2628374,684573773.7633653,14749615.459686885,3.3049371,382642419.76827365,1449098.9998569482,177.4393,171.43413,183.44447
23783,7116,242,4.18,0.14,,,1419.0,1421.0,1392.0,1171.0,1721.0,68,944.0,2175.0,95,1190.0,1.68,1.66,1.6,1.5,1.8,68,1.4,2.0,95,1.48,265722999473092608,4.8420086,218043310.45226824,482416.8507613354,5.069498,129645066.2285874,425701.10887553386,4.602998,115762745.07647772,770152.4687358616,6.0424128,6.005127,6.0796985999999995
23794,11292,384,4.31,0.14,33.0,0.0,168.0,197.0,227.0,140.0,316.0,68,45.0,398.0,95,61.0,2.72,2.71,2.67,2.5,2.9,68,2.3,3.2,95,2.6,3212019815193261568,5.065926599999999,177409046.95641953,361816.2944603861,5.069547,129639198.69031924,147717.5923151015,5.155781299999999,69575362.9292791,210519.65675592827,,,
23841,6387,217,4.09,0.14,,,2558.0,2907.0,2943.0,1940.0,5565.0,68,579.0,7499.0,95,2810.0,1.2,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.32,4770536247159742464,7.2087955,24650633.68060653,6745.006297871486,7.475964500000001,14130887.146153187,26637.358844695096,6.842088,14720845.88668203,58536.71606706308,4.3378034,4.3241873,4.3514194
23871,9003,306,4.04,0.14,101.0,0.0,235.0,299.0,416.0,172.0,620.0,68,40.0,750.0,95,573.0,1.93,1.92,1.89,1.8,2.0,68,1.7,2.2,95,2.13,3408814357702682368,5.256636599999999,148830420.04131034,345941.48110867466,5.334246,101591374.28054027,292445.47724127205,5.2040169999999994,66552013.77336796,383745.3184612718,,,
23929,6616,225,4.27,0.14,,,2283.0,2441.0,2207.0,1585.0,4097.0,68,772.0,6494.0,95,1413.0,1.31,1.31,1.3,1.2,1.4,68,1.1,1.6,95,1.29,3214544190811378688,6.951123700000001,31253366.050041825,5343.710173209822,7.1857257,18461411.79631619,12628.579380435553,6.6153636,18139382.689510647,21171.767051557275,7.4573855,7.415857300000001,7.498914
23941,6452,219,4.14,0.14,,,1886.0,2278.0,2623.0,1334.0,5012.0,68,299.0,6879.0,95,2642.0,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.3,3212075924646082176,4.9492607,197534083.49036372,334202.16470650275,5.2400723,110796576.92195655,106828.82481346856,4.62427,113516787.53359906,251968.32758437574,4.825273,4.8035616999999995,4.8469844
24008,6465,220,4.04,0.14,,,2238.0,2550.0,2623.0,1663.0,4934.0,68,473.0,6879.0,95,2522.0,1.23,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.38,4812175920735540736,7.368841000000001,21272072.945351906,4870.679935325746,7.6232690000000005,12338080.617627392,25328.559958371632,7.023588,12454685.08803881,25279.65314883961,3.278431,3.2687842999999996,3.2880776
24109,6380,217,3.45,0.14,,,3019.0,3101.0,2778.0,2189.0,4755.0,68,1334.0,6879.0,95,1466.0,1.25,1.24,1.18,1.1,1.3,68,1.0,1.5,95,1.85,212816321010824064,5.546979400000001,113908076.66638204,108131.50551843393,5.7991815,66203775.67519107,110632.89076870891,5.219528700000001,65607953.62276162,181222.76968120452,10.844659,10.777994999999999,10.911323
24162,6454,219,3.97,0.14,,,1606.0,1974.0,2476.0,1059.0,4870.0,68,224.0,6879.0,95,2472.0,1.19,1.19,1.15,1.1,1.3,68,1.0,1.3,95,1.42,3214665240169427072,5.770213,92738710.75313576,58663.7099523492,6.025405,53751824.09160936,90609.12992809372,5.4232445,54383874.9341601,138789.93666047574,5.0244203,5.0011816,5.0476589999999995
24191,6470,220,3.92,0.14,,,1596.0,1554.0,1518.0,1297.0,1712.0,46,1061.0,2530.0,94,2688.0,1.77,1.78,1.8,1.6,1.9,68,1.5,2.1,95,1.42,2990240245333062144,7.6911087,15808943.831302576,3787.9871551859633,7.941382000000001,9204549.69149786,9091.12918732326,7.336032400000001,9340176.737564614,8545.6366398238,5.8013883,5.768518,5.834258599999999
24221,6547,223,3.98,0.14,,,2453.0,2512.0,2271.0,1696.0,3300.0,67,1259.0,5788.0,95,2301.0,1.35,1.34,1.3,1.2,1.5,68,1.1,1.6,95,1.44,4663644372432493696,6.921778999999999,32109576.39146805,5897.675637922734,7.172572,18686435.38374412,14397.158203410889,6.578748700000001,18761542.50431125,24342.111778198207,4.774965,4.763014,4.786916000000001
24504,7726,263,3.71,0.14,,,609.0,794.0,958.0,537.0,1230.0,68,126.0,1413.0,95,865.0,1.64,1.63,1.6,1.5,1.7,68,1.5,1.8,95,2.12,180702438220217344,4.927953700000001,201448890.32676303,573753.6471742842,5.0944448,126700192.99467242,507200.78289076354,4.7983294,96702156.5654762,1133881.0269772923,54.557873,53.661606000000006,55.45414
24505,11748,399,4.24,0.14,154.0,0.0,122.0,151.0,197.0,109.0,236.0,68,30.0,251.0,95,115.0,2.9,2.91,2.84,2.7,3.0,68,2.6,3.2,95,2.83,2956064297206301312,5.020656,184962560.58951083,371596.26454241975,5.023712000000001,135229158.97988072,273831.55997867155,5.122183000000001,71762039.60843618,197690.93842041667,,,
24506,7003,238,4.28,0.14,,,1466.0,1456.0,1392.0,1158.0,1824.0,68,917.0,2304.0,95,447.0,1.73,1.71,1.66,1.5,1.9,68,1.4,2.1,95,1.42,2981411579280674048,7.8635135,13487794.288577596,2365.786344375209,8.060281,8249788.120909596,5396.103812790838,7.575745599999999,7489793.335692082,8671.62127932867,5.329337000000001,5.2998915,5.358783
24541,6314,215,4.18,0.14,,,2564.0,3162.0,3600.0,1963.0,6882.0,68,562.0,8913.0,95,3222.0,1.17,1.15,1.1,1.0,1.2,68,1.0,1.4,95,1.23,4797582755734687104,8.098653,10861384.980412722,3878.891733308813,8.369896,6202929.809350218,8657.71779461095,7.7169056,6576664.596138857,19607.67854627085,2.5121303,2.5030699,2.5211906
24663,6261,213,3.82,0.14,,,3047.0,3455.0,3398.0,2439.0,6111.0,68,841.0,7943.0,95,2979.0,1.17,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.43,3413776384959602816,6.6298013,42017077.10792095,16569.487619057963,6.915652799999999,23675224.49177661,175943.4964169454,6.266526,25012528.147224084,131762.8417274055,8.80511,8.747707,8.862513
24862,6567,223,4.11,0.14,,,1444.0,1830.0,2144.0,944.0,3868.0,68,211.0,5957.0,95,2292.0,1.24,1.24,1.24,1.2,1.3,68,1.1,1.4,95,1.36,2961767464019823104,7.9225492,12773988.406472202,3747.611340551805,8.161307,7516788.533411552,5364.580988122369,7.575889999999999,7488795.939006186,10566.662834920491,4.827074,4.801976,4.852172
24919,6954,236,3.86,0.14,,,1166.0,1414.0,1562.0,998.0,2225.0,68,244.0,2985.0,95,1502.0,1.42,1.42,1.41,1.3,1.5,68,1.2,1.6,95,1.69,3207153445447315200,8.294130000000001,9071813.77788766,321432.01706274104,7.64407,12103952.003298376,32059.438298786048,7.163237,10951490.565461015,77126.80578548956,,,
24978,6667,227,4.63,0.14,,,2235.0,2222.0,2083.0,1496.0,3162.0,68,1059.0,5788.0,95,41.0,1.38,1.37,1.38,1.2,1.5,68,1.1,1.7,95,1.64,2984896069066283392,8.091036,10937848.305166844,5198.257279209945,8.320862,6489492.331875706,12830.214350867,7.756067,6343680.291171545,8587.68003249891,3.442972,3.4251184,3.4608254
25001,9374,319,4.19,0.14,46.0,0.0,473.0,485.0,480.0,435.0,553.0,68,355.0,631.0,95,366.0,2.36,2.35,2.31,2.1,2.5,68,2.0,2.8,95,2.11,3446495274022737024,5.642750700000001,104290777.93252406,140531.1291543663,5.6911983,73126708.01346205,200910.16222090216,5.623196,45236557.65048576,102191.05157501467,,,
25183,6768,230,4.39,0.14,,,1488.0,1778.0,1857.0,944.0,3652.0,68,251.0,6494.0,95,35.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.33,2905123854771321088,7.4143004,20399805.15099999,4676.780640134957,7.649562400000001,12042881.58089406,17198.585401979006,7.079216499999999,11832634.92354524,18775.88387783912,3.6215966,3.5424778,3.7007152999999997
25231,6393,217,4.22,0.14,,,1678.0,2071.0,2699.0,1098.0,5294.0,68,230.0,7286.0,95,2805.0,1.16,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.23,4757436661331556992,7.70225,15647545.260738693,10582.742887089376,7.8163757,10327734.424004396,101215.73414617534,7.1767454,10816077.087358117,90650.3267411401,2.8067203,2.7956757999999997,2.8177648
25256,6554,223,4.37,0.14,,,1990.0,2371.0,2406.0,1372.0,4870.0,68,387.0,7499.0,95,74.0,1.24,1.24,1.21,1.1,1.3,68,1.0,1.4,95,1.27,4797404016376109056,7.922573,12773707.385667598,6481.421785145917,8.162244,7510306.514047102,12034.013682255389,7.5754833,7491600.131701069,22922.19059979572,2.7092745,2.6992624,2.7192867
25397,6614,225,4.01,0.14,,,1158.0,1420.0,1911.0,688.0,3350.0,68,150.0,5464.0,95,2194.0,1.24,1.24,1.24,1.2,1.3,68,1.1,1.4,95,1.44,2968427785767149952,5.7144146,97629377.67924269,48170.276486479765,5.9631433,56924324.57948504,102852.10563090883,5.3822827,56474836.41156324,280147.32228198275,8.502344,8.470414,8.534274
25435,6495,221,4.29,0.14,,,2615.0,2634.0,2406.0,1877.0,3955.0,67,1259.0,6494.0,95,1726.0,1.31,1.3,1.27,1.2,1.4,68,1.1,1.6,95,1.24,3236272907101649664,7.5262766,18400752.709855866,5130.025511276043,7.778465,10694720.585869787,20986.417158714037,7.171817,10865289.628106028,35368.13276650089,2.7884362,2.7761068,2.8007655
25436,6776,230,4.45,0.14,,,2056.0,1983.0,2024.0,1321.0,2839.0,68,1043.0,4757.0,94,54.0,1.56,1.56,1.52,1.4,1.8,68,1.2,2.0,95,1.33,4805713433766930560,8.121273,10637442.52697809,3823.824183268127,8.353236,6298841.34037707,13297.810150834888,7.794749,6121649.070521204,16142.8124824768,3.4883153,3.471031,3.5055997000000003
25440,6617,225,4.12,0.14,,,1331.0,1635.0,2024.0,841.0,3447.0,68,194.0,5623.0,95,2154.0,1.26,1.26,1.24,1.2,1.3,68,1.1,1.4,95,1.36,2985353294104691712,7.6411605,16553207.284811614,4008.907422305448,7.875066800000001,9784271.09777339,9487.81915938626,7.3054614,9606903.851270825,13248.21727335069,4.764196,4.742139,4.786253
25453,10578,360,4.37,0.14,133.0,0.0,84.0,99.0,152.0,55.0,259.0,68,15.0,316.0,95,8.0,2.39,2.38,2.36,2.3,2.5,68,2.2,2.6,95,2.37,3238066592819780608,6.3916817,52320706.07087413,23043.793993473282,6.401801,38004483.34557092,71455.1782149464,6.4304084999999995,21508231.01871466,70962.4571445911,,,
25482,7005,238,3.9,0.14,,,1071.0,1321.0,1475.0,917.0,2113.0,68,211.0,2738.0,95,1512.0,1.44,1.43,1.41,1.3,1.5,68,1.2,1.6,95,1.67,4658497043124726656,6.5252233,46265477.65374684,14467.044159583716,6.521912,34024391.71182565,1745909.2382727298,6.086567400000001,29521679.14624081,1321321.9562556813,11.889033,11.836667,11.9414
25580,6295,214,4.11,0.14,,,3242.0,3174.0,2778.0,2284.0,4612.0,68,1778.0,6131.0,95,3211.0,1.32,1.3,1.21,1.1,1.4,68,1.1,1.6,95,1.27,182461725546788480,6.279522,58014634.5532435,20224.553511083854,6.5565157,32957101.73519282,83277.43217769559,5.9055657,34877205.08317849,73564.24208409475,2.6420817000000003,2.6356403999999998,2.648523
25604,6659,226,4.35,0.14,,,1505.0,1800.0,2024.0,1029.0,3255.0,68,266.0,5623.0,95,214.0,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.31,4796609580568152064,8.190066,9984349.167637937,4721.645977257248,8.42915,5873478.233299837,12007.259899831635,7.856696,5782152.683378547,12419.248207763596,3.0388184,3.0249465,3.0526902999999996
25608,9960,339,4.09,0.14,130.0,0.0,255.0,311.0,370.0,230.0,434.0,68,73.0,487.0,95,370.0,2.32,2.31,2.25,2.2,2.4,68,2.1,2.6,95,2.39,4821325231868234496,5.5409174000000005,114545854.39528278,162221.9839111078,5.5709349999999995,81692336.53393453,203177.35600194687,5.542045,48747221.13543346,128976.144863596,,,
25638,8112,276,3.92,0.14,,,326.0,422.0,622.0,246.0,885.0,68,53.0,1000.0,95,864.0,1.7,1.7,1.66,1.6,1.8,68,1.6,1.8,95,1.98,3389236144420567296,6.3071003,56559570.20192017,32562.244150392788,6.412968,37615597.70922993,57184.15623659423,6.1784205000000005,27126880.174415033,134858.20782721473,,,
25765,6704,228,4.36,0.14,,,2155.0,2115.0,2024.0,1487.0,2838.0,68,1155.0,5309.0,95,36.0,1.42,1.42,1.41,1.3,1.6,68,1.1,1.7,95,1.32,3010043240023087744,8.546014,7193507.427187032,3103.531878729803,8.775813000000001,4268056.297606785,8602.739960731664,8.216256,4152079.520319223,5516.0667137057235,3.4098396,3.3885942000000004,3.431085
25790,8397,286,3.92,0.14,,,266.0,328.0,494.0,194.0,745.0,68,45.0,866.0,95,757.0,1.77,1.76,1.75,1.7,1.8,68,1.6,1.9,95,2.08,3390049198910034560,5.893163700000001,82809631.54489876,87143.31669747079,5.967188,56712678.82566878,166915.75494139857,5.791995,38723093.17199705,75878.20924974362,,,
25807,7868,268,4.29,0.14,,,357.0,447.0,698.0,259.0,972.0,68,58.0,1155.0,95,256.0,1.64,1.64,1.6,1.6,1.7,68,1.5,1.8,95,1.63,4766325495582559744,6.8963523,32870432.332883995,9096.977271702108,7.0361323,21188604.59205515,28897.138276344085,6.711050999999999,16609155.351716304,52574.927029519065,8.808451,8.775263,8.841639
25853,9857,335,4.15,0.14,52.0,0.0,164.0,202.0,303.0,126.0,422.0,68,30.0,473.0,95,342.0,2.2,2.19,2.17,2.1,2.3,68,2.0,2.4,95,2.3,2968057185930727680,5.5098257,117873436.57719742,76209.67876184893,5.5305934,84784773.47332703,74446.93960889465,5.521193,49692494.66943883,51234.414247480185,,,
26065,6333,215,4.3,0.14,,,2879.0,3350.0,3208.0,2161.0,6241.0,68,866.0,8913.0,95,2579.0,1.19,1.18,1.13,1.1,1.3,68,1.0,1.4,95,1.18,4806388228965830656,8.036537,11500892.236133808,4136.3322276814915,8.305457,6582219.366582068,9863.091714974096,7.659728,6932290.504211534,14807.419584358933,2.234165,2.2268562000000003,2.2414737000000002
26309,8417,286,4.45,0.14,,,312.0,391.0,587.0,244.0,772.0,68,55.0,891.0,95,15.0,1.79,1.78,1.75,1.7,1.8,68,1.6,2.0,95,1.91,2907397747897070336,6.224663,61021258.62519658,21060.1109379367,6.320668,40953205.079536505,70094.42819840768,6.106526000000001,28983955.325012304,55722.461301121395,8.671132,8.638853,8.703411000000001
26372,6977,237,4.32,0.14,,,665.0,818.0,1106.0,355.0,2113.0,68,75.0,3548.0,95,33.0,1.33,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.41,499749273439407872,6.909285000000001,32481213.89388956,6597.078854353817,7.114148599999999,19719499.52166515,27614.19033868053,6.6188460000000005,18081294.762174327,30333.915520962357,4.8772106,4.8614607,4.8929605
26382,7899,269,4.24,0.14,,,877.0,889.0,904.0,774.0,1048.0,68,630.0,1177.0,95,560.0,2.03,2.01,1.97,1.8,2.2,68,1.7,2.4,95,1.65,3397032128539658368,5.4679,122514193.09402391,198650.360239423,5.608886,78886169.58636548,202104.59083402122,5.2893705,61520483.30551114,150599.46232634922,13.643293,13.5151415,13.771445000000002
26395,9747,331,4.36,0.14,136.0,0.0,162.0,205.0,303.0,123.0,431.0,68,29.0,487.0,95,10.0,2.16,2.15,2.11,2.0,2.2,68,2.0,2.4,95,2.09,3010113299530081664,6.0792269999999995,69767888.4520178,40530.57795927383,6.117053,49400804.36380366,96597.45852663052,6.06116,30220659.1238025,55632.38056595001,,,
26453,6751,230,4.39,0.14,,,1369.0,1679.0,1804.0,903.0,3195.0,68,224.0,5623.0,95,36.0,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.32,2907308172059100544,7.151664,25982493.258158617,5227.494511093387,7.384182000000001,15377386.134487165,24077.554543573067,6.8267446,14930355.41218256,44608.78516621921,3.5124307,3.5037954,3.5210660000000003
26457,6976,237,4.3,0.14,,,1404.0,1545.0,1562.0,1212.0,2135.0,68,447.0,2985.0,95,228.0,1.47,1.46,1.44,1.3,1.6,68,1.2,1.7,95,1.41,2908795983090230528,7.419593300000001,20300606.27241504,4956.819493302173,7.622700999999999,12344534.478362987,20856.668513430595,7.1336555,11253970.382926658,19698.11276073935,5.031643,5.0099926,5.053293
26511,6780,231,4.42,0.14,,,850.0,1038.0,1518.0,501.0,2512.0,68,106.0,3981.0,95,39.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.33,2996397785326071936,8.197199000000001,9918970.875643574,2852.659445920737,8.422559,5909240.093011918,6523.3473655725975,7.8744309999999995,5688471.232232207,7363.709320836844,3.4226599,3.403799,3.4415207000000003
26528,6735,229,4.34,0.14,,,1091.0,1342.0,1753.0,689.0,2966.0,68,150.0,4870.0,95,60.0,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.34,2907289476063560448,7.8485203,13675342.317832164,4653.189579665943,8.081878,8087312.901236718,8851.709265352254,7.5183644,7896274.510455996,12717.433916343738,3.9312712999999997,3.9155182999999996,3.9470242999999994
26531,6642,226,4.13,0.14,,,1031.0,1296.0,1753.0,579.0,3162.0,68,130.0,5309.0,95,2090.0,1.24,1.24,1.24,1.2,1.3,68,1.1,1.4,95,1.37,4807632223293591040,7.80939,14177190.942031473,4685.149237170708,8.045125,8365755.91576373,9886.172703721353,7.4830119999999996,8157612.056048825,15827.799859491035,4.613279,4.5930614,4.6334963
26563,8416,286,4.06,0.14,,,284.0,365.0,539.0,216.0,764.0,68,47.0,866.0,95,737.0,1.78,1.77,1.75,1.7,1.8,68,1.6,1.9,95,1.94,3016083407149428096,4.6935115,250000950.5799169,925318.2365644504,4.826647,162142350.05756897,295166.2287230407,4.6393976,111946100.91485122,450386.91424072493,,,
26587,6732,229,4.26,0.14,,,1515.0,1768.0,1911.0,1155.0,2901.0,68,325.0,5012.0,95,1197.0,1.34,1.34,1.32,1.2,1.4,68,1.1,1.5,95,1.33,268413573143650688,6.9260406,31983801.74048249,9205.008408315385,7.155489,18982774.578025706,30707.871189635673,6.605554,18304016.738688286,32153.468767922026,5.2147809999999994,5.1735225,5.256039
26600,6598,224,4.27,0.14,,,2284.0,2389.0,2271.0,1584.0,4144.0,68,750.0,6879.0,95,1505.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.28,2904104985449730816,8.076592999999999,11084318.06278953,3520.381834834394,8.319784,6495935.0028475225,7840.3730377415295,7.7266216,6518074.727296587,11161.045485021705,3.6359797,3.6192038,3.6527555
26634,13146,447,2.97,0.14,186.0,0.0,54.0,69.0,101.0,42.0,141.0,68,10.0,154.0,95,48.0,3.33,3.32,3.29,3.2,3.4,68,3.1,3.6,95,7.07,2900546759661734912,8.575982000000002,6997672.855570883,916760.525467303,,,,,,,,,
26651,6888,234,4.4,0.14,,,774.0,972.0,1353.0,460.0,2304.0,68,92.0,3548.0,95,35.0,1.33,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.36,3428665078071246976,7.019539,29344778.08747778,9020.4159739287,7.234466599999999,17650969.412755076,36402.35810382279,6.706747999999999,16675115.813047875,98826.82013026217,3.9906046,3.9741983,4.007011
26710,6511,221,4.29,0.14,,,1349.0,1647.0,2207.0,814.0,4322.0,68,173.0,6494.0,95,1634.0,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.25,265090711565770624,7.960846000000001,12331273.69321059,3667.3183956473854,8.202383,7237725.604300353,7476.9518115078345,7.603612400000001,7300001.848633842,11069.285325125842,3.1082682999999998,3.0871958999999998,3.1293406000000004
26762,7297,248,4.07,0.14,,,629.0,803.0,1138.0,483.0,1557.0,68,100.0,1884.0,95,1288.0,1.5,1.5,1.49,1.4,1.6,68,1.3,1.7,95,1.6,3219350499733864448,5.8374724,87168047.00049056,81348.07510114196,6.023808,53830964.51854096,156763.68935790725,5.588458,46707309.57664593,198432.37111708612,9.676822,9.621502,9.7321415
26820,7296,248,4.17,0.14,,,553.0,693.0,1044.0,385.0,1521.0,68,79.0,1939.0,95,1076.0,1.48,1.48,1.46,1.4,1.6,68,1.3,1.6,95,1.53,3216231558906817664,6.643725,41481684.41470535,875842.5990535702,6.511046400000001,34366603.65055669,174573.1902941082,6.086606,29520633.398000814,168883.37054910045,4.554898000000001,4.2707863,4.8390093
26981,6979,237,4.2,0.14,,,1024.0,1270.0,1475.0,794.0,2239.0,68,168.0,3162.0,95,1186.0,1.41,1.41,1.41,1.3,1.5,68,1.2,1.6,95,1.43,4808214586499020288,6.1487155,65442517.76689745,23154.17935756101,6.3614120000000005,39444858.66559888,102421.78099649938,5.857811,36445469.75054143,78217.92634196987,7.1626387000000005,7.1414865999999995,7.1837907
27001,7414,252,3.86,0.14,,,847.0,1043.0,1172.0,794.0,1496.0,68,211.0,1778.0,95,1173.0,1.58,1.56,1.52,1.5,1.6,68,1.4,1.8,95,1.83,4802046979101787392,6.304186,56711606.79954886,20594.444297675916,6.483596299999999,35246564.75073168,111885.35771400246,6.0704074,29964365.740783524,52622.768482053834,14.324645,14.262597,14.386693
27069,6789,231,4.36,0.14,,,1212.0,1484.0,1753.0,862.0,2798.0,68,194.0,4597.0,95,34.0,1.33,1.34,1.32,1.2,1.4,68,1.1,1.5,95,1.34,3023084272561678976,7.875619,13338245.232070107,4995.351559290401,8.098583999999999,7963826.126648483,15918.462633420935,7.5593686,7603624.2365386775,16420.035671465026,3.9340462999999994,3.9066980000000004,3.9613945
27100,7828,266,3.89,0.14,,,940.0,964.0,958.0,835.0,1135.0,68,660.0,1352.0,95,972.0,1.85,1.84,1.8,1.7,2.0,68,1.6,2.2,95,1.93,4660016396371388672,4.2347183,381468702.8465563,2291213.977588345,4.410382,237904450.83036268,603030.6515027368,4.0794177000000005,187499844.72830337,805408.2149990061,29.126564000000002,28.662668,29.590459999999997
27139,6491,221,4.2,0.14,,,2691.0,2598.0,2337.0,1786.0,3257.0,60,1496.0,5788.0,95,2405.0,1.38,1.38,1.38,1.2,1.5,68,1.1,1.7,95,1.27,4767443080432778368,8.211801,9786467.746953126,4747.584465852066,8.457647999999999,5721315.427043725,7905.0884604046705,7.8566484,5782406.474487866,10218.063507349902,3.1857536,3.1697166,3.2017906000000003
27192,7673,261,4.31,0.14,,,776.0,930.0,1014.0,728.0,1293.0,68,218.0,1540.0,95,95.0,1.66,1.64,1.6,1.5,1.7,68,1.5,1.9,95,1.58,191797850575444736,6.498303400000001,47426919.08096691,18380.981764420038,6.655079400000001,30097016.40449709,55754.34263960522,6.2798514,24707422.28239769,105014.06052032084,7.267604400000001,7.237170699999999,7.298038
27193,7204,245,3.99,0.14,,,742.0,952.0,1241.0,596.0,1679.0,68,126.0,2054.0,95,1393.0,1.48,1.48,1.46,1.4,1.5,68,1.3,1.6,95,1.64,4795931357989249664,7.136114999999999,26357256.32413894,8901.163116031259,7.3309145000000004,16150629.95975789,37711.21196783554,6.878456599999999,14235914.412616946,54533.64604488712,9.628772999999999,9.582766000000001,9.67478
27249,8168,278,4.12,0.14,,,345.0,447.0,640.0,266.0,891.0,68,58.0,1029.0,95,771.0,1.72,1.71,1.69,1.6,1.8,68,1.6,1.9,95,1.81,268536134330778624,5.883953599999999,83515084.06304172,65692.96249373919,5.978465,56126661.54659149,135533.16004395136,5.7537355,40111945.46465168,72061.32591488745,,,
27256,6389,217,4.11,0.14,,,3057.0,3162.0,2778.0,2139.0,4619.0,68,1540.0,6494.0,95,2839.0,1.28,1.27,1.21,1.1,1.4,68,1.1,1.5,95,1.3,2965917428921593984,8.255432,9400987.929458397,44987.95146518661,8.265844,6826802.559340983,30638.119215776445,7.655006,6962507.827844143,39588.278237159786,1.4049046,1.3630674999999999,1.4467417
27288,8768,298,4.21,0.14,,,414.0,505.0,587.0,376.0,750.0,68,109.0,866.0,95,458.0,1.94,1.93,1.89,1.8,2.0,68,1.7,2.2,95,1.92,2996171698248345984,3.4541342000000004,782875336.6669263,4663111.349026213,3.6849866000000002,464045608.371201,7836690.241771118,3.4299502,341026297.38741875,823865.1477728039,14.5515,14.379864999999999,14.723135999999998
27321,8300,282,4.39,0.14,,,418.0,524.0,678.0,349.0,917.0,68,79.0,1059.0,95,20.0,1.77,1.76,1.72,1.7,1.9,68,1.6,2.0,95,1.74,4792774797545105664,3.724775,610149542.0080893,1794741.8767947815,3.952196,362808084.91180336,2836025.4778851643,3.6776562000000004,271459819.6071821,724679.5933279677,9.261667999999998,9.187973,9.335363000000001
27440,6708,228,4.39,0.14,,,1828.0,1808.0,1753.0,1428.0,2254.0,68,1090.0,2901.0,95,37.0,1.61,1.6,1.55,1.4,1.7,68,1.3,2.0,95,1.31,2966044186294703872,8.4748335,7680917.013591212,2409.9941812598872,8.7080345,4542986.863793485,4200.826204905266,8.138716,4459454.813311534,5831.470570910282,3.595424,3.5751839,3.6156639999999998
27451,7351,250,3.85,0.14,,,475.0,584.0,904.0,308.0,1401.0,68,65.0,1884.0,95,1203.0,1.48,1.49,1.49,1.4,1.6,68,1.3,1.7,95,1.82,3217936252902223104,7.0955224,27361333.797101106,8178.752166835842,7.2672057,17126672.238410547,34242.540731887064,6.860073599999999,14478998.749485685,35404.95035651717,14.409517999999998,14.253526,14.565510999999999
27471,6433,219,4.1,0.14,,,1559.0,1918.0,2548.0,993.0,4924.0,68,205.0,6879.0,95,2676.0,1.18,1.17,1.15,1.1,1.3,68,1.0,1.3,95,1.33,2902690669898567040,7.7377386,15144359.638688272,4495.54889763449,7.988989,8809672.524833722,11311.807312167048,7.377889,8986948.368952962,14614.211061876744,3.6414866000000004,3.6272417999999997,3.6557313999999996
